ClienteID,Nome_Cliente,Tipo_Cliente,Segmento_Cliente,Cidade,UF,Canal_Preferido,Data_Cadastro,Score_Risco
C000911,Cliente C000911,PJ,Varejo,Juazeiro do Norte,CE,Online,2021-02-22,68.4
C000912,Cliente C000912,PF,Varejo,Maringá,PR,Online,2020-04-06,58.2
C000913,Cliente C000913,PF,Premium,Blumenau,SC,Online,2024-07-20,62.9
C000914,Cliente C000914,PF,Atacado,Recife,PE,Online,2020-06-07,91.7
C000915,Cliente C000915,PJ,Atacado,Santa Maria,RS,Marketplace,2020-12-24,59.4
C000916,Cliente C000916,PJ,Varejo,Gama,DF,Online,2020-01-09,51.4
C000917,Cliente C000917,PF,Varejo,Curitiba,PR,Televendas,2022-09-11,60.9
C000918,Cliente C000918,PJ,Atacado,Juazeiro do Norte,CE,Online,2021-08-22,51.1
C000919,Cliente C000919,PF,Varejo,Olinda,PE,Online,2021-12-22,86.9
C000920,Cliente C000920,PF,Varejo,Fortaleza,CE,Online,2023-05-29,77.1
C000921,Cliente C000921,PF,Corporate,Curitiba,PR,Online,2023-04-25,62.3
C000922,Cliente C000922,PJ,Varejo,Belo Horizonte,MG,Loja Física,2024-08-12,86.2
C000923,Cliente C000923,PF,Atacado,Ribeirão Preto,SP,Online,2023-12-13,79.8
C000924,Cliente C000924,PF,Varejo,Campos dos Goytacazes,RJ,Online,2020-11-17,54.9
C000925,Cliente C000925,PF,Atacado,Campos dos Goytacazes,RJ,Loja Física,2022-12-21,74.9
C000926,Cliente C000926,PF,Varejo,Belo Horizonte,MG,Online,2022-09-12,84.1
C000927,Cliente C000927,PJ,Varejo,Rio de Janeiro,RJ,Marketplace,2024-05-20,84.0
C000928,Cliente C000928,PJ,Varejo,Caucaia,CE,Loja Física,2025-05-27,79.2
C000929,Cliente C000929,PJ,Premium,Gama,DF,Online,2025-02-04,93.2
C000930,Cliente C000930,PJ,Atacado,Sorocaba,SP,Loja Física,2023-06-16,76.5
C000931,Cliente C000931,PF,Varejo,Blumenau,SC,Loja Física,2021-12-30,96.0
C000932,Cliente C000932,PF,Varejo,Gama,DF,Marketplace,2024-05-22,71.5
C000933,Cliente C000933,PF,Varejo,São Paulo,SP,Online,2022-01-25,66.4
C000934,Cliente C000934,PF,Varejo,Uberlândia,MG,Marketplace,2024-04-23,50.6
C000935,Cliente C000935,PJ,Varejo,São Paulo,SP,Online,2020-04-06,68.1
C000936,Cliente C000936,PF,Corporate,Feira de Santana,BA,Online,2022-01-04,64.5
C000937,Cliente C000937,PF,Atacado,Contagem,MG,Online,2022-09-07,72.8
C000938,Cliente C000938,PF,Premium,Maringá,PR,Loja Física,2023-04-02,85.9
C000939,Cliente C000939,PF,Corporate,Salvador,BA,Online,2024-09-27,59.1
C000940,Cliente C000940,PJ,Premium,Santos,SP,Online,2023-03-16,84.8
C000941,Cliente C000941,PF,Premium,Camaçari,BA,Loja Física,2023-05-11,92.5
C000942,Cliente C000942,PJ,Varejo,Volta Redonda,RJ,Loja Física,2024-01-05,74.5
C000943,Cliente C000943,PJ,Varejo,Ceilândia,DF,Online,2022-06-29,78.9
C000944,Cliente C000944,PF,Varejo,Campinas,SP,Online,2025-05-03,58.8
C000945,Cliente C000945,PF,Atacado,São Paulo,SP,Online,2024-07-06,74.9
C000946,Cliente C000946,PJ,Varejo,Salvador,BA,Online,2023-04-09,77.4
C000947,Cliente C000947,PF,Varejo,Olinda,PE,Online,2022-04-26,66.3
C000948,Cliente C000948,PF,Premium,Recife,PE,Televendas,2023-08-11,56.9
C000949,Cliente C000949,PF,Varejo,Camaçari,BA,Online,2025-01-10,63.1
C000950,Cliente C000950,PF,Varejo,Joinville,SC,Loja Física,2021-01-07,64.6
C000951,Cliente C000951,PJ,Corporate,Juiz de Fora,MG,Loja Física,2020-10-05,62.6
C000952,Cliente C000952,PF,Premium,Olinda,PE,Online,2020-03-03,73.9
C000953,Cliente C000953,PJ,Atacado,Fortaleza,CE,Loja Física,2021-06-25,69.4
C000954,Cliente C000954,PF,Premium,Campinas,SP,Loja Física,2024-11-08,84.7
C000955,Cliente C000955,PF,Varejo,Ribeirão Preto,SP,Loja Física,2025-05-13,80.5
C000956,Cliente C000956,PF,Premium,Santos,SP,Loja Física,2020-01-24,73.9
C000957,Cliente C000957,PF,Varejo,Salvador,BA,Online,2020-12-27,65.6
C000958,Cliente C000958,PF,Varejo,Porto Alegre,RS,Marketplace,2023-01-10,81.1
C000959,Cliente C000959,PJ,Varejo,Feira de Santana,BA,Marketplace,2023-10-13,68.4
C000960,Cliente C000960,PJ,Atacado,Feira de Santana,BA,Online,2021-02-11,72.5
C000961,Cliente C000961,PJ,Premium,Belo Horizonte,MG,Marketplace,2023-03-06,79.8
C000962,Cliente C000962,PF,Varejo,Fortaleza,CE,Loja Física,2021-02-21,73.9
C000963,Cliente C000963,PJ,Varejo,Niterói,RJ,Loja Física,2022-05-25,93.1
C000964,Cliente C000964,PJ,Premium,Campos dos Goytacazes,RJ,Online,2022-03-23,66.8
C000965,Cliente C000965,PF,Premium,Santa Maria,RS,Online,2021-05-05,80.2
C000966,Cliente C000966,PF,Premium,Salvador,BA,Loja Física,2021-11-12,89.9
C000967,Cliente C000967,PF,Premium,Recife,PE,Online,2024-09-02,99.8
C000968,Cliente C000968,PF,Premium,Brasília,DF,Online,2024-10-30,76.3
C000969,Cliente C000969,PF,Varejo,Santa Maria,RS,Loja Física,2020-05-08,74.5
C000970,Cliente C000970,PF,Premium,Campinas,SP,Loja Física,2021-04-07,69.9
C000971,Cliente C000971,PF,Varejo,Maringá,PR,Online,2021-05-20,51.2
C000972,Cliente C000972,PF,Varejo,Uberlândia,MG,Online,2025-05-10,87.3
C000973,Cliente C000973,PF,Premium,Ceilândia,DF,Loja Física,2024-10-01,74.9
C000974,Cliente C000974,PF,Premium,Ribeirão Preto,SP,Loja Física,2020-12-05,61.9
C000975,Cliente C000975,PF,Varejo,Campinas,SP,Marketplace,2022-04-21,71.9
C000976,Cliente C000976,PJ,Atacado,Santos,SP,Online,2023-03-03,75.9
C000977,Cliente C000977,PF,Corporate,Joinville,SC,Marketplace,2020-11-22,64.6
C000978,Cliente C000978,PF,Varejo,Jaboatão dos Guararapes,PE,Marketplace,2022-04-18,41.6
C000979,Cliente C000979,PF,Varejo,Santa Maria,RS,Online,2021-07-17,80.1
C000980,Cliente C000980,PJ,Varejo,Londrina,PR,Loja Física,2024-07-10,55.5
C000981,Cliente C000981,PF,Atacado,Feira de Santana,BA,Online,2023-04-16,56.1
C000982,Cliente C000982,PF,Corporate,Belo Horizonte,MG,Televendas,2024-02-12,71.2
C000983,Cliente C000983,PJ,Premium,Juiz de Fora,MG,Loja Física,2023-08-02,61.6
C000984,Cliente C000984,PJ,Varejo,Jaboatão dos Guararapes,PE,Online,2022-08-25,73.7
C000985,Cliente C000985,PF,Varejo,Belo Horizonte,MG,Online,2020-10-08,78.8
C000986,Cliente C000986,PF,Varejo,Contagem,MG,Loja Física,2021-08-03,67.9
C000987,Cliente C000987,PF,Varejo,Florianópolis,SC,Online,2021-08-14,62.8
C000988,Cliente C000988,PJ,Varejo,Florianópolis,SC,Loja Física,2023-07-05,71.2
C000989,Cliente C000989,PF,Varejo,Camaçari,BA,Online,2022-07-06,92.5
C000990,Cliente C000990,PJ,Atacado,Ponta Grossa,PR,Online,2022-03-20,62.8
C000991,Cliente C000991,PF,Premium,Niterói,RJ,Loja Física,2025-06-16,51.3
C000992,Cliente C000992,PF,Varejo,Ribeirão Preto,SP,Online,2024-03-13,84.0
C000993,Cliente C000993,PJ,Atacado,Niterói,RJ,Televendas,2023-12-17,54.3
C000994,Cliente C000994,PJ,Varejo,Santos,SP,Marketplace,2024-06-17,88.9
C000995,Cliente C000995,PF,Varejo,Belo Horizonte,MG,Online,2023-03-19,86.8
C000996,Cliente C000996,PF,Varejo,Santos,SP,Online,2022-08-08,87.1
C000997,Cliente C000997,PF,Varejo,Caucaia,CE,Online,2021-05-10,50.3
C000998,Cliente C000998,PF,Varejo,Belo Horizonte,MG,Online,2020-04-29,45.8
C000999,Cliente C000999,PJ,Varejo,Caxias do Sul,RS,Loja Física,2023-01-03,58.6
C001000,Cliente C001000,PF,Atacado,Campos dos Goytacazes,RJ,Loja Física,2021-05-07,76.0
C001001,Cliente C001001,PJ,Varejo,Taguatinga,DF,Televendas,2024-11-22,79.7
C001002,Cliente C001002,PF,Atacado,Santos,SP,Online,2024-01-01,70.4
C001003,Cliente C001003,PF,Varejo,Santos,SP,Loja Física,2020-11-02,60.8
C001004,Cliente C001004,PF,Premium,Sorocaba,SP,Online,2024-03-18,77.9
C001005,Cliente C001005,PJ,Varejo,Juiz de Fora,MG,Online,2020-12-02,70.8
C001006,Cliente C001006,PF,Varejo,Feira de Santana,BA,Loja Física,2023-07-29,77.9
C001007,Cliente C001007,PJ,Atacado,Curitiba,PR,Marketplace,2024-04-07,69.2
C001008,Cliente C001008,PF,Varejo,Curitiba,PR,Online,2022-12-05,78.6
C001009,Cliente C001009,PF,Premium,Juazeiro do Norte,CE,Online,2025-01-12,46.8
C001010,Cliente C001010,PF,Varejo,Florianópolis,SC,Marketplace,2023-05-07,57.2
C001011,Cliente C001011,PF,Varejo,Santa Maria,RS,Online,2023-11-21,82.5
C001012,Cliente C001012,PJ,Varejo,Feira de Santana,BA,Loja Física,2022-02-18,85.9
C001013,Cliente C001013,PF,Varejo,Rio de Janeiro,RJ,Loja Física,2021-10-30,52.2
C001014,Cliente C001014,PF,Premium,Campos dos Goytacazes,RJ,Online,2021-03-23,70.1
C001015,Cliente C001015,PF,Varejo,Juazeiro do Norte,CE,Online,2022-08-23,58.3
C001016,Cliente C001016,PJ,Varejo,Contagem,MG,Online,2024-06-18,76.5
C001017,Cliente C001017,PF,Varejo,Volta Redonda,RJ,Marketplace,2024-08-18,66.1
C001018,Cliente C001018,PJ,Varejo,Florianópolis,SC,Online,2023-09-29,79.5
C001019,Cliente C001019,PJ,Premium,Niterói,RJ,Loja Física,2025-03-05,58.0
C001020,Cliente C001020,PF,Varejo,Caruaru,PE,Online,2020-05-14,62.3
C001021,Cliente C001021,PF,Varejo,Juiz de Fora,MG,Online,2022-02-08,54.0
C001022,Cliente C001022,PJ,Premium,Londrina,PR,Loja Física,2020-12-29,67.4
C001023,Cliente C001023,PJ,Premium,Recife,PE,Marketplace,2024-04-04,68.7
C001024,Cliente C001024,PJ,Varejo,Fortaleza,CE,Online,2021-09-25,56.0
C001025,Cliente C001025,PF,Corporate,Feira de Santana,BA,Online,2021-07-09,72.2
C001026,Cliente C001026,PF,Premium,Florianópolis,SC,Online,2024-12-22,53.8
C001027,Cliente C001027,PJ,Premium,Juazeiro do Norte,CE,Online,2021-03-06,46.8
C001028,Cliente C001028,PJ,Varejo,Recife,PE,Online,2024-09-06,40.4
C001029,Cliente C001029,PJ,Varejo,Campos dos Goytacazes,RJ,Marketplace,2024-05-10,83.2
C001030,Cliente C001030,PF,Premium,Sorocaba,SP,Online,2020-09-20,88.3
C001031,Cliente C001031,PF,Varejo,Gama,DF,Marketplace,2024-07-26,61.0
C001032,Cliente C001032,PF,Varejo,Niterói,RJ,Online,2020-11-24,73.9
C001033,Cliente C001033,PF,Varejo,Sorocaba,SP,Marketplace,2023-10-19,55.8
C001034,Cliente C001034,PF,Corporate,Ceilândia,DF,Marketplace,2020-07-02,60.9
C001035,Cliente C001035,PF,Premium,Volta Redonda,RJ,Online,2021-06-22,71.7
C001036,Cliente C001036,PJ,Varejo,Juazeiro do Norte,CE,Online,2023-04-27,44.9
C001037,Cliente C001037,PF,Corporate,Sorocaba,SP,Loja Física,2025-03-04,86.6
C001038,Cliente C001038,PF,Atacado,Feira de Santana,BA,Loja Física,2022-03-04,46.8
C001039,Cliente C001039,PF,Varejo,Joinville,SC,Online,2024-05-20,74.8
C001040,Cliente C001040,PF,Varejo,Belo Horizonte,MG,Loja Física,2023-11-26,83.2
C001041,Cliente C001041,PF,Premium,São Paulo,SP,Marketplace,2022-01-01,93.4
C001042,Cliente C001042,PF,Atacado,Caucaia,CE,Loja Física,2024-01-02,71.1
C001043,Cliente C001043,PF,Corporate,Curitiba,PR,Online,2022-04-10,80.8
C001044,Cliente C001044,PJ,Varejo,Maracanaú,CE,Televendas,2024-12-08,47.3
C001045,Cliente C001045,PJ,Varejo,Taguatinga,DF,Online,2021-12-13,76.3
C001046,Cliente C001046,PJ,Varejo,Caucaia,CE,Online,2023-10-23,41.6
C001047,Cliente C001047,PF,Premium,Juiz de Fora,MG,Online,2021-05-16,56.5
C001048,Cliente C001048,PF,Varejo,Ponta Grossa,PR,Televendas,2021-09-15,61.9
C001049,Cliente C001049,PJ,Varejo,Contagem,MG,Marketplace,2024-12-26,100.0
C001050,Cliente C001050,PJ,Varejo,Campinas,SP,Loja Física,2021-08-17,50.2
C001051,Cliente C001051,PF,Varejo,Chapecó,SC,Online,2020-07-20,54.5
C001052,Cliente C001052,PF,Varejo,Volta Redonda,RJ,Loja Física,2021-10-18,86.5
C001053,Cliente C001053,PF,Varejo,Feira de Santana,BA,Online,2025-02-24,80.5
C001054,Cliente C001054,PJ,Corporate,Santa Maria,RS,Marketplace,2021-11-17,73.1
C001055,Cliente C001055,PF,Varejo,Maracanaú,CE,Loja Física,2022-03-12,65.3
C001056,Cliente C001056,PF,Varejo,Taguatinga,DF,Online,2025-03-11,84.4
C001057,Cliente C001057,PF,Atacado,Salvador,BA,Loja Física,2021-05-14,61.6
C001058,Cliente C001058,PJ,Varejo,Florianópolis,SC,Online,2025-03-06,68.6
C001059,Cliente C001059,PF,Varejo,Porto Alegre,RS,Televendas,2024-10-10,53.4
C001060,Cliente C001060,PF,Atacado,Caxias do Sul,RS,Online,2021-03-17,73.7
C001061,Cliente C001061,PF,Varejo,Chapecó,SC,Online,2024-06-16,47.6
C001062,Cliente C001062,PJ,Varejo,Joinville,SC,Online,2025-05-19,80.3
C001063,Cliente C001063,PF,Atacado,Santos,SP,Online,2022-01-21,82.9
C001064,Cliente C001064,PF,Varejo,São Paulo,SP,Marketplace,2024-01-21,55.3
C001065,Cliente C001065,PF,Varejo,Feira de Santana,BA,Loja Física,2021-05-15,70.9
C001066,Cliente C001066,PF,Varejo,Sorocaba,SP,Online,2025-07-14,84.0
C001067,Cliente C001067,PF,Varejo,Belo Horizonte,MG,Loja Física,2022-02-01,62.2
C001068,Cliente C001068,PJ,Varejo,Juazeiro do Norte,CE,Loja Física,2021-03-13,79.6
C001069,Cliente C001069,PF,Varejo,Camaçari,BA,Televendas,2022-03-26,88.0
C001070,Cliente C001070,PF,Varejo,Gama,DF,Online,2020-07-04,82.1
C001071,Cliente C001071,PF,Varejo,Santos,SP,Online,2025-01-12,78.4
C001072,Cliente C001072,PJ,Premium,Vitória da Conquista,BA,Loja Física,2020-06-29,76.7
C001073,Cliente C001073,PF,Varejo,Salvador,BA,Loja Física,2023-11-02,83.2
C001074,Cliente C001074,PJ,Varejo,Caucaia,CE,Loja Física,2023-12-23,67.3
C001075,Cliente C001075,PF,Varejo,Volta Redonda,RJ,Loja Física,2020-10-19,76.2
C001076,Cliente C001076,PJ,Atacado,Recife,PE,Online,2024-07-13,69.3
C001077,Cliente C001077,PJ,Varejo,Salvador,BA,Online,2024-07-25,60.2
C001078,Cliente C001078,PF,Premium,Taguatinga,DF,Online,2022-10-23,76.2
C001079,Cliente C001079,PF,Premium,Santos,SP,Marketplace,2022-12-05,72.7
C001080,Cliente C001080,PF,Premium,Sorocaba,SP,Online,2024-04-19,45.3
C001081,Cliente C001081,PF,Premium,Niterói,RJ,Loja Física,2023-10-29,51.1
C001082,Cliente C001082,PF,Corporate,Porto Alegre,RS,Marketplace,2024-07-05,79.7
C001083,Cliente C001083,PF,Atacado,Ponta Grossa,PR,Loja Física,2023-11-04,54.4
C001084,Cliente C001084,PF,Varejo,Rio de Janeiro,RJ,Online,2022-08-11,50.0
C001085,Cliente C001085,PF,Varejo,Ponta Grossa,PR,Loja Física,2021-12-25,42.4
C001086,Cliente C001086,PJ,Varejo,Blumenau,SC,Online,2022-01-29,57.1
C001087,Cliente C001087,PF,Premium,Blumenau,SC,Online,2025-02-02,72.6
C001088,Cliente C001088,PF,Varejo,Curitiba,PR,Online,2022-10-30,67.5
C001089,Cliente C001089,PF,Corporate,São Paulo,SP,Online,2023-03-20,43.1
C001090,Cliente C001090,PJ,Varejo,Sorocaba,SP,Online,2025-02-04,66.3
C001091,Cliente C001091,PJ,Corporate,Ceilândia,DF,Loja Física,2021-03-14,87.8
C001092,Cliente C001092,PJ,Premium,Feira de Santana,BA,Online,2020-02-02,79.2
C001093,Cliente C001093,PF,Varejo,Campinas,SP,Marketplace,2024-08-31,48.3
C001094,Cliente C001094,PF,Varejo,Volta Redonda,RJ,Marketplace,2022-05-12,100.0
C001095,Cliente C001095,PF,Premium,Contagem,MG,Online,2022-09-11,58.2
C001096,Cliente C001096,PF,Varejo,Camaçari,BA,Online,2025-02-11,71.7
C001097,Cliente C001097,PF,Varejo,Ribeirão Preto,SP,Marketplace,2023-01-09,68.6
C001098,Cliente C001098,PF,Premium,Campinas,SP,Loja Física,2024-01-13,68.1
C001099,Cliente C001099,PF,Varejo,Recife,PE,Online,2024-01-07,55.7
C001100,Cliente C001100,PF,Varejo,Caxias do Sul,RS,Online,2023-10-16,60.3
C001101,Cliente C001101,PF,Varejo,Curitiba,PR,Loja Física,2024-04-29,64.4
C001102,Cliente C001102,PF,Premium,São Paulo,SP,Online,2025-06-26,61.8
C001103,Cliente C001103,PF,Varejo,Belo Horizonte,MG,Online,2023-02-10,51.3
C001104,Cliente C001104,PF,Premium,Campinas,SP,Online,2025-02-22,85.1
C001105,Cliente C001105,PJ,Atacado,São Paulo,SP,Televendas,2025-01-24,80.4
C001106,Cliente C001106,PF,Varejo,Joinville,SC,Marketplace,2022-06-06,71.1
C001107,Cliente C001107,PF,Corporate,Jaboatão dos Guararapes,PE,Marketplace,2023-10-27,63.9
C001108,Cliente C001108,PF,Corporate,Curitiba,PR,Marketplace,2022-05-11,56.3
C001109,Cliente C001109,PF,Premium,Ceilândia,DF,Loja Física,2021-12-11,62.6
C001110,Cliente C001110,PF,Premium,Caucaia,CE,Online,2025-05-01,97.8
C001111,Cliente C001111,PF,Atacado,Rio de Janeiro,RJ,Online,2023-08-04,66.4
C001112,Cliente C001112,PF,Premium,Uberlândia,MG,Loja Física,2024-10-11,80.8
C001113,Cliente C001113,PJ,Varejo,Campos dos Goytacazes,RJ,Loja Física,2024-04-26,66.0
C001114,Cliente C001114,PF,Premium,Maracanaú,CE,Loja Física,2021-08-25,78.6
C001115,Cliente C001115,PF,Atacado,Gama,DF,Loja Física,2024-11-19,68.2
C001116,Cliente C001116,PF,Atacado,Jaboatão dos Guararapes,PE,Marketplace,2021-06-09,67.8
C001117,Cliente C001117,PJ,Varejo,Uberlândia,MG,Loja Física,2022-12-24,79.2
C001118,Cliente C001118,PF,Varejo,Salvador,BA,Online,2021-02-16,70.0
C001119,Cliente C001119,PJ,Premium,Vitória da Conquista,BA,Marketplace,2022-04-20,78.9
C001120,Cliente C001120,PF,Varejo,Florianópolis,SC,Online,2022-04-10,36.4
C001121,Cliente C001121,PJ,Premium,Taguatinga,DF,Online,2022-06-29,55.4
C001122,Cliente C001122,PF,Varejo,Juiz de Fora,MG,Marketplace,2023-05-14,81.5
C001123,Cliente C001123,PF,Premium,Juazeiro do Norte,CE,Online,2024-07-31,68.8
C001124,Cliente C001124,PF,Atacado,Sorocaba,SP,Online,2022-09-28,51.3
C001125,Cliente C001125,PJ,Varejo,Campos dos Goytacazes,RJ,Marketplace,2023-06-25,70.1
C001126,Cliente C001126,PF,Premium,Taguatinga,DF,Marketplace,2025-02-06,75.7
C001127,Cliente C001127,PJ,Varejo,Caruaru,PE,Online,2022-01-11,73.7
C001128,Cliente C001128,PF,Premium,Campos dos Goytacazes,RJ,Marketplace,2020-04-03,70.3
C001129,Cliente C001129,PJ,Atacado,São Paulo,SP,Online,2020-11-27,70.5
C001130,Cliente C001130,PF,Varejo,Contagem,MG,Televendas,2020-01-08,96.6
C001131,Cliente C001131,PJ,Atacado,Caucaia,CE,Online,2023-04-29,78.6
C001132,Cliente C001132,PF,Varejo,Belo Horizonte,MG,Loja Física,2020-07-16,85.5
C001133,Cliente C001133,PJ,Corporate,Campinas,SP,Loja Física,2022-02-16,67.5
C001134,Cliente C001134,PF,Varejo,Campos dos Goytacazes,RJ,Online,2020-12-27,68.0
C001135,Cliente C001135,PF,Atacado,Salvador,BA,Marketplace,2023-01-06,91.3
C001136,Cliente C001136,PJ,Atacado,Volta Redonda,RJ,Online,2021-01-07,58.0
C001137,Cliente C001137,PJ,Varejo,Rio de Janeiro,RJ,Online,2025-02-06,90.3
C001138,Cliente C001138,PJ,Corporate,Feira de Santana,BA,Marketplace,2020-08-04,60.8
C001139,Cliente C001139,PF,Corporate,Maringá,PR,Marketplace,2025-06-24,90.4
C001140,Cliente C001140,PF,Atacado,Taguatinga,DF,Loja Física,2020-08-10,72.9
C001141,Cliente C001141,PF,Varejo,Ponta Grossa,PR,Online,2020-08-13,77.9
C001142,Cliente C001142,PF,Premium,São Paulo,SP,Loja Física,2021-09-08,72.2
C001143,Cliente C001143,PF,Premium,São Paulo,SP,Online,2024-02-26,59.3
C001144,Cliente C001144,PJ,Premium,Sorocaba,SP,Loja Física,2023-01-14,76.3
C001145,Cliente C001145,PF,Varejo,Feira de Santana,BA,Televendas,2023-01-11,74.8
C001146,Cliente C001146,PF,Varejo,Belo Horizonte,MG,Online,2021-03-07,88.3
C001147,Cliente C001147,PF,Premium,Ponta Grossa,PR,Online,2022-10-11,80.7
C001148,Cliente C001148,PF,Premium,Camaçari,BA,Online,2023-05-16,51.1
C001149,Cliente C001149,PF,Premium,Feira de Santana,BA,Online,2022-10-25,78.2
C001150,Cliente C001150,PF,Varejo,Joinville,SC,Online,2021-04-27,35.1
C001151,Cliente C001151,PF,Corporate,Niterói,RJ,Marketplace,2023-02-11,54.7
C001152,Cliente C001152,PJ,Atacado,Ceilândia,DF,Loja Física,2023-08-11,26.4
C001153,Cliente C001153,PJ,Varejo,Ceilândia,DF,Online,2021-05-14,66.6
C001154,Cliente C001154,PF,Corporate,Caucaia,CE,Loja Física,2021-01-01,53.0
C001155,Cliente C001155,PF,Corporate,Camaçari,BA,Loja Física,2020-05-08,65.7
C001156,Cliente C001156,PJ,Varejo,Santos,SP,Loja Física,2023-04-30,84.5
C001157,Cliente C001157,PJ,Atacado,Olinda,PE,Loja Física,2023-08-23,47.0
C001158,Cliente C001158,PF,Premium,Sorocaba,SP,Loja Física,2022-08-08,98.5
C001159,Cliente C001159,PF,Varejo,Campos dos Goytacazes,RJ,Online,2022-03-16,52.4
C001160,Cliente C001160,PF,Varejo,Uberlândia,MG,Online,2021-01-03,26.9
C001161,Cliente C001161,PF,Premium,Contagem,MG,Loja Física,2022-11-14,67.9
C001162,Cliente C001162,PF,Premium,Niterói,RJ,Loja Física,2025-07-19,66.9
C001163,Cliente C001163,PF,Premium,Belo Horizonte,MG,Online,2023-01-16,86.1
C001164,Cliente C001164,PF,Atacado,Ponta Grossa,PR,Loja Física,2020-08-10,100.0
C001165,Cliente C001165,PF,Atacado,Vitória da Conquista,BA,Online,2021-01-21,98.2
C001166,Cliente C001166,PF,Varejo,Ribeirão Preto,SP,Loja Física,2024-08-14,70.1
C001167,Cliente C001167,PF,Varejo,Niterói,RJ,Loja Física,2024-08-07,74.4
C001168,Cliente C001168,PF,Varejo,Recife,PE,Loja Física,2022-12-17,67.8
C001169,Cliente C001169,PF,Varejo,Caucaia,CE,Loja Física,2025-04-25,55.6
C001170,Cliente C001170,PJ,Varejo,Sorocaba,SP,Loja Física,2024-08-17,74.1
C001171,Cliente C001171,PF,Premium,Uberlândia,MG,Loja Física,2025-03-30,70.8
C001172,Cliente C001172,PF,Varejo,Belo Horizonte,MG,Online,2023-06-25,67.3
C001173,Cliente C001173,PF,Atacado,Rio de Janeiro,RJ,Loja Física,2022-11-22,58.2
C001174,Cliente C001174,PF,Varejo,Contagem,MG,Loja Física,2025-01-17,76.1
C001175,Cliente C001175,PF,Varejo,Uberlândia,MG,Online,2021-04-03,59.6
C001176,Cliente C001176,PF,Corporate,Fortaleza,CE,Online,2021-06-20,58.3
C001177,Cliente C001177,PF,Varejo,Feira de Santana,BA,Online,2021-07-29,80.9
C001178,Cliente C001178,PJ,Varejo,Fortaleza,CE,Online,2024-10-05,91.0
C001179,Cliente C001179,PF,Varejo,Santa Maria,RS,Loja Física,2022-07-18,77.8
C001180,Cliente C001180,PF,Varejo,Olinda,PE,Marketplace,2023-03-13,71.8
C001181,Cliente C001181,PF,Varejo,Camaçari,BA,Online,2021-11-08,61.0
C001182,Cliente C001182,PF,Varejo,Taguatinga,DF,Marketplace,2020-08-30,79.6
C001183,Cliente C001183,PF,Atacado,Gama,DF,Loja Física,2025-02-11,42.5
C001184,Cliente C001184,PJ,Varejo,Santos,SP,Online,2020-02-09,53.8
C001185,Cliente C001185,PJ,Premium,Gama,DF,Online,2025-03-27,72.1
C001186,Cliente C001186,PF,Atacado,Recife,PE,Online,2024-09-24,69.6
C001187,Cliente C001187,PF,Premium,Chapecó,SC,Marketplace,2020-12-29,53.8
C001188,Cliente C001188,PF,Varejo,Caucaia,CE,Online,2021-06-20,89.2
C001189,Cliente C001189,PF,Premium,Gama,DF,Loja Física,2020-12-26,100.0
C001190,Cliente C001190,PJ,Atacado,Pelotas,RS,Loja Física,2023-04-22,58.0
C001191,Cliente C001191,PF,Varejo,Pelotas,RS,Online,2020-06-29,58.2
C001192,Cliente C001192,PF,Varejo,Curitiba,PR,Online,2023-08-25,85.2
C001193,Cliente C001193,PF,Atacado,Uberlândia,MG,Marketplace,2021-05-19,58.9
C001194,Cliente C001194,PF,Varejo,Pelotas,RS,Online,2022-07-27,77.8
C001195,Cliente C001195,PJ,Varejo,Campos dos Goytacazes,RJ,Loja Física,2021-03-28,76.7
C001196,Cliente C001196,PF,Premium,Contagem,MG,Online,2020-05-07,78.3
C001197,Cliente C001197,PJ,Varejo,Caxias do Sul,RS,Online,2020-12-20,69.1
C001198,Cliente C001198,PF,Atacado,Santos,SP,Loja Física,2022-12-05,57.0
C001199,Cliente C001199,PJ,Corporate,Vitória da Conquista,BA,Online,2022-02-05,91.5
C001200,Cliente C001200,PF,Atacado,Gama,DF,Marketplace,2024-02-01,87.6
C001201,Cliente C001201,PF,Varejo,Belo Horizonte,MG,Online,2024-09-15,75.2
C001202,Cliente C001202,PF,Varejo,Taguatinga,DF,Online,2021-01-05,59.3
C001203,Cliente C001203,PF,Corporate,Taguatinga,DF,Loja Física,2020-12-02,71.4
C001204,Cliente C001204,PJ,Premium,Maringá,PR,Online,2021-01-05,50.9
C001205,Cliente C001205,PF,Varejo,Rio de Janeiro,RJ,Online,2022-03-27,76.0
C001206,Cliente C001206,PF,Varejo,Joinville,SC,Loja Física,2025-06-05,66.9
C001207,Cliente C001207,PF,Varejo,Joinville,SC,Loja Física,2022-08-22,62.4
C001208,Cliente C001208,PF,Varejo,Campinas,SP,Loja Física,2024-01-02,61.6
C001209,Cliente C001209,PF,Premium,Ribeirão Preto,SP,Online,2022-11-08,47.4
C001210,Cliente C001210,PF,Corporate,Contagem,MG,Online,2025-06-29,56.4
C001211,Cliente C001211,PF,Atacado,Caucaia,CE,Online,2022-03-12,63.5
C001212,Cliente C001212,PF,Varejo,Gama,DF,Online,2021-03-09,80.2
C001213,Cliente C001213,PF,Premium,Belo Horizonte,MG,Loja Física,2022-05-11,75.2
C001214,Cliente C001214,PF,Varejo,Recife,PE,Loja Física,2025-07-09,64.5
C001215,Cliente C001215,PF,Atacado,Volta Redonda,RJ,Online,2024-12-25,58.8
