VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V016052,2024-07-22,C001373,P000982,Online,Boleto,Entregue,2,6.76,0.162,13.52,11.33,8.64,2.69,Blumenau,SC,Atacado
V017288,2025-02-13,C001001,P000214,Loja Física,Crédito,Entregue,4,14.59,0.35,58.36,37.93,41.08,-3.15,Taguatinga,DF,Varejo
V029983,2024-07-17,C001250,P000711,Loja Física,Crédito,Entregue,2,12.87,0.181,25.74,21.08,17.2,3.88,Rio de Janeiro,RJ,Varejo
V000579,2024-03-20,C000596,P000858,Online,Crédito,Entregue,2,13.34,0.167,26.68,22.22,16.92,5.3,Ponta Grossa,PR,Varejo
V005693,2025-06-09,C000845,P000966,Loja Física,Crédito,Entregue,1,14.77,0.343,14.77,9.7,10.38,-0.68,Gama,DF,Varejo
V025473,2025-01-29,C001088,P001181,Marketplace,Pix,Entregue,1,15.88,0.211,15.88,12.53,10.79,1.74,Curitiba,PR,Varejo
V040200,2025-01-19,C000845,P000986,Loja Física,Débito,Entregue,2,12.45,0.35,24.9,16.18,15.02,1.16,Gama,DF,Varejo
V008961,2025-03-25,C000581,P000690,Loja Física,Crédito,Entregue,5,22.29,0.253,111.45,83.25,65.85,17.4,Fortaleza,CE,Premium
V003859,2025-01-26,C000499,P000905,Loja Física,Pix,Entregue,4,5.32,0.237,21.28,16.24,16.28,-0.04,Camaçari,BA,Varejo
V032562,2024-03-05,C001048,P001084,Loja Física,Débito,Entregue,2,12.49,0.21,24.98,19.73,17.66,2.07,Ponta Grossa,PR,Varejo
V038793,2024-07-03,C000033,P000691,Loja Física,Crédito,Entregue,3,19.97,0.172,59.91,49.61,35.1,14.51,Juiz de Fora,MG,Varejo
V008446,2024-04-14,C000428,P000261,Online,Pix,Entregue,4,5.55,0.306,22.2,15.41,16.0,-0.59,Juazeiro do Norte,CE,Varejo
V007773,2024-04-26,C000244,P000536,Online,Crédito,Entregue,5,16.0,0.163,80.0,66.96,61.55,5.41,Recife,PE,Premium
V010870,2024-10-23,C000141,P000019,Marketplace,Débito,Entregue,6,10.58,0.044,63.48,60.69,49.56,11.13,Joinville,SC,Varejo
V046361,2025-02-16,C001256,P000387,Loja Física,Pix,Entregue,2,9.45,0.115,18.9,16.73,13.14,3.59,Santos,SP,Varejo
V048807,2024-06-03,C000555,P000277,Online,Pix,Entregue,4,24.1,0.018,96.4,94.66,55.04,39.62,Pelotas,RS,Varejo
V029175,2024-03-17,C000157,P000723,Televendas,Pix,Cancelado,3,26.52,0.152,79.56,67.47,46.77,20.7,Uberlândia,MG,Varejo
V041829,2024-01-30,C000311,P000803,Marketplace,Pix,Entregue,2,12.64,0.1,25.28,22.75,15.32,7.43,Ponta Grossa,PR,Varejo
V029274,2025-08-01,C001035,P000032,Online,Pix,Entregue,5,26.22,0.085,131.1,119.96,76.7,43.26,Volta Redonda,RJ,Premium
V016740,2024-10-28,C000618,P000743,Marketplace,Pix,Entregue,2,7.55,0.094,15.1,13.68,11.8,1.88,Campinas,SP,Corporate
V043133,2024-02-20,C001349,P000329,Loja Física,Pix,Entregue,3,8.79,0.078,26.37,24.31,15.18,9.13,Campinas,SP,Varejo
V026969,2025-02-07,C000015,P000377,Online,Crédito,Entregue,2,6.68,0.188,13.36,10.85,8.32,2.53,Curitiba,PR,Corporate
V021536,2024-04-24,C000232,P000914,Televendas,Crédito,Entregue,5,13.02,0.015,65.1,64.12,44.0,20.12,Campos dos Goytacazes,RJ,Varejo
V030282,2025-01-12,C000684,P000193,Loja Física,Crédito,Entregue,2,18.43,0.202,36.86,29.41,20.2,9.21,Volta Redonda,RJ,Varejo
V029014,2024-10-02,C000514,P000652,Loja Física,Crédito,Entregue,2,14.38,0.35,28.76,18.69,16.7,1.99,Juiz de Fora,MG,Varejo
V043841,2024-08-03,C000922,P000522,Online,Débito,Entregue,2,17.22,0.298,34.44,24.18,26.54,-2.36,Belo Horizonte,MG,Varejo
V048723,2024-02-27,C000907,P000536,Online,Pix,Entregue,4,16.22,0.35,64.88,42.17,49.24,-7.07,Ribeirão Preto,SP,Premium
V032478,2025-02-21,C001209,P000610,Online,Crédito,Entregue,4,16.9,0.251,67.6,50.63,47.2,3.43,Ribeirão Preto,SP,Premium
V015042,2024-06-13,C001295,P001154,Loja Física,Crédito,Entregue,2,4.25,0.195,8.5,6.84,6.14,0.7,Brasília,DF,Corporate
V002741,2024-07-13,C001135,P000940,Online,Crédito,Entregue,2,8.44,0.093,16.88,15.31,10.46,4.85,Salvador,BA,Atacado
V048418,2025-01-16,C000249,P000407,Televendas,Pix,Entregue,3,20.64,0.099,61.92,55.79,38.52,17.27,Rio de Janeiro,RJ,Corporate
V006129,2025-04-27,C000803,P000183,Online,Débito,Entregue,2,10.37,0.317,20.74,14.17,16.62,-2.45,Campinas,SP,Atacado
V011576,2024-10-19,C000119,P000436,Online,Crédito,Entregue,6,23.44,0.213,140.64,110.68,98.88,11.8,Vitória da Conquista,BA,Varejo
V026971,2024-10-17,C001118,P001120,Online,Crédito,Entregue,5,9.72,0.205,48.6,38.64,29.7,8.94,Salvador,BA,Varejo
V048529,2024-12-18,C001303,P000172,Online,Boleto,Entregue,4,21.05,0.194,84.2,67.87,63.52,4.35,São Paulo,SP,Varejo
V025632,2024-05-12,C000257,P000877,Marketplace,Crédito,Entregue,2,22.94,0.344,45.88,30.1,34.36,-4.26,Caxias do Sul,RS,Varejo
V004035,2025-07-24,C000875,P000814,Loja Física,Crédito,Entregue,2,6.87,0.045,13.74,13.12,9.72,3.4,Fortaleza,CE,Corporate
V016730,2024-04-02,C000606,P000165,Loja Física,Crédito,Entregue,4,12.45,0.202,49.8,39.74,28.04,11.7,Ribeirão Preto,SP,Varejo
V026042,2025-02-14,C001435,P000678,Marketplace,Débito,Entregue,3,11.74,0.155,35.22,29.76,19.89,9.87,Caruaru,PE,Atacado
V042859,2024-06-10,C000788,P001079,Televendas,Crédito,Entregue,2,39.3,0.029,78.6,76.32,58.76,17.56,Curitiba,PR,Premium
V041755,2024-07-11,C001255,P000347,Online,Crédito,Entregue,2,8.15,0.108,16.3,14.54,10.84,3.7,Salvador,BA,Varejo
V029996,2024-04-10,C000886,P000386,Loja Física,Pix,Entregue,3,24.73,0.114,74.19,65.73,53.94,11.79,Campinas,SP,Premium
V019793,2024-05-23,C001368,P000980,Loja Física,Crédito,Entregue,2,11.73,0.149,23.46,19.96,15.78,4.18,Olinda,PE,Atacado
V040179,2024-08-07,C000153,P000200,Marketplace,Pix,Devolvido,5,30.61,0.171,153.05,126.88,108.5,18.38,Camaçari,BA,Varejo
V020211,2025-06-26,C001347,P000433,Marketplace,Pix,Devolvido,3,22.72,0.323,68.16,46.14,40.08,6.06,Feira de Santana,BA,Premium
V013965,2024-12-13,C001191,P000141,Online,Pix,Entregue,1,13.91,0.35,13.91,9.04,8.55,0.49,Pelotas,RS,Varejo
V027920,2024-06-29,C001345,P000131,Loja Física,Crédito,Entregue,1,12.43,0.166,12.43,10.37,7.51,2.86,Caucaia,CE,Varejo
V018138,2024-02-09,C001295,P000924,Loja Física,Pix,Entregue,2,8.02,0.171,16.04,13.3,9.02,4.28,Brasília,DF,Corporate
V030114,2024-04-24,C000729,P000474,Loja Física,Crédito,Entregue,2,13.47,0.167,26.94,22.44,15.42,7.02,Blumenau,SC,Varejo
V037768,2024-05-20,C000281,P000264,Loja Física,Crédito,Entregue,2,5.46,0.198,10.92,8.76,7.74,1.02,Chapecó,SC,Varejo
V049317,2025-07-09,C000263,P000179,Online,Crédito,Entregue,2,3.22,0.35,6.44,4.19,4.84,-0.65,Jaboatão dos Guararapes,PE,Varejo
V024250,2024-09-22,C000900,P000886,Loja Física,Pix,Entregue,2,9.81,0.062,19.62,18.4,12.8,5.6,Pelotas,RS,Corporate
V017354,2025-08-05,C000238,P000826,Online,Crédito,Entregue,2,14.75,0.34,29.5,19.47,22.18,-2.71,Brasília,DF,Varejo
V002082,2024-02-14,C000621,P000055,Marketplace,Pix,Entregue,2,7.84,0.35,15.68,10.19,12.88,-2.69,Taguatinga,DF,Varejo
V041682,2024-11-08,C000084,P000851,Loja Física,Pix,Entregue,2,12.18,0.019,24.36,23.9,15.48,8.42,Caucaia,CE,Atacado
V043417,2025-01-26,C001416,P000296,Online,Pix,Entregue,2,9.82,0.185,19.64,16.01,11.86,4.15,Sorocaba,SP,Varejo
V030366,2024-04-22,C000593,P001092,Loja Física,Pix,Entregue,3,14.71,0.221,44.13,34.38,31.89,2.49,Londrina,PR,Corporate
V041712,2024-06-09,C000148,P000642,Loja Física,Crédito,Entregue,5,9.7,0.108,48.5,43.26,36.55,6.71,Curitiba,PR,Premium
V040156,2024-09-27,C000148,P000250,Online,Crédito,Entregue,4,5.82,0.211,23.28,18.37,16.76,1.61,Curitiba,PR,Premium
V042811,2025-05-29,C001277,P001198,Loja Física,Crédito,Entregue,4,8.77,0.097,35.08,31.68,23.08,8.6,Fortaleza,CE,Atacado
V030365,2025-05-18,C000805,P000214,Loja Física,Pix,Entregue,4,14.55,0.09,58.2,52.96,41.08,11.88,Santos,SP,Varejo
V042193,2025-05-17,C001125,P000669,Online,Crédito,Entregue,2,5.24,0.297,10.48,7.37,7.04,0.33,Campos dos Goytacazes,RJ,Varejo
V006851,2024-08-20,C000260,P000585,Online,Boleto,Entregue,2,6.83,0.086,13.66,12.49,10.1,2.39,Maringá,PR,Atacado
V012066,2024-10-18,C001243,P000041,Online,Crédito,Entregue,1,20.09,0.14,20.09,17.28,11.79,5.49,Santos,SP,Varejo
V011221,2024-09-19,C000002,P000319,Loja Física,Crédito,Entregue,2,20.46,0.057,40.92,38.59,28.44,10.15,Uberlândia,MG,Atacado
V015945,2025-05-13,C001318,P000195,Marketplace,Crédito,Entregue,2,22.5,0.089,45.0,41.0,25.84,15.16,Ribeirão Preto,SP,Atacado
V000524,2024-08-14,C000767,P000239,Online,Pix,Entregue,2,6.9,0.35,13.8,8.97,10.2,-1.23,Juiz de Fora,MG,Corporate
V038824,2025-06-09,C000712,P000158,Online,Crédito,Entregue,3,6.45,0.19,19.35,15.67,15.63,0.04,Belo Horizonte,MG,Atacado
V040946,2024-12-19,C000456,P000591,Online,Crédito,Entregue,3,24.88,0.303,74.64,52.02,42.9,9.12,Ribeirão Preto,SP,Varejo
V035690,2024-03-14,C001022,P000209,Loja Física,Crédito,Entregue,2,18.21,0.075,36.42,33.69,23.48,10.21,Londrina,PR,Premium
V030838,2024-01-28,C000533,P000013,Online,Débito,Entregue,4,10.46,0.034,41.84,40.42,33.0,7.42,Volta Redonda,RJ,Atacado
V011988,2024-01-08,C001068,P000451,Loja Física,Crédito,Entregue,3,24.74,0.35,74.22,48.24,42.51,5.73,Juazeiro do Norte,CE,Varejo
V038203,2024-01-18,C000642,P000354,Online,Crédito,Entregue,1,7.61,0.257,7.61,5.65,4.95,0.7,Rio de Janeiro,RJ,Varejo
V038004,2025-05-14,C001219,P000022,Loja Física,Pix,Entregue,3,9.98,0.083,29.94,27.45,22.71,4.74,Santos,SP,Varejo
V018481,2024-07-21,C001448,P000243,Loja Física,Débito,Entregue,1,8.72,0.046,8.72,8.32,5.23,3.09,Uberlândia,MG,Varejo
V044014,2024-12-30,C000359,P000198,Marketplace,Crédito,Entregue,4,12.99,0.25,51.96,38.97,30.24,8.73,Campinas,SP,Premium
V030037,2024-12-28,C001259,P000606,Marketplace,Pix,Entregue,5,29.58,0.153,147.9,125.27,87.05,38.22,Jaboatão dos Guararapes,PE,Varejo
V046036,2024-04-02,C000286,P000349,Marketplace,Crédito,Entregue,3,6.07,0.069,18.21,16.95,11.73,5.22,Brasília,DF,Varejo
V036925,2025-03-13,C001395,P001147,Online,Pix,Entregue,3,5.46,0.121,16.38,14.4,11.16,3.24,Ribeirão Preto,SP,Varejo
V029625,2024-11-05,C000884,P000285,Loja Física,Pix,Cancelado,2,19.52,0.152,39.04,33.11,22.94,10.17,Fortaleza,CE,Varejo
V030694,2024-06-15,C000691,P000393,Online,Crédito,Entregue,4,12.81,0.3,51.24,35.87,37.12,-1.25,Contagem,MG,Varejo
V036551,2025-06-13,C000158,P001140,Loja Física,Pix,Entregue,1,9.96,0.094,9.96,9.02,6.28,2.74,Olinda,PE,Varejo
V024994,2025-02-11,C000412,P001131,Televendas,Pix,Entregue,2,16.82,0.32,33.64,22.88,21.78,1.1,Sorocaba,SP,Varejo
V047110,2024-03-10,C000575,P000950,Loja Física,Crédito,Entregue,4,7.43,0.064,29.72,27.82,22.92,4.9,Campos dos Goytacazes,RJ,Varejo
V023987,2024-12-31,C001242,P000393,Loja Física,Pix,Entregue,4,13.82,0.137,55.28,47.71,37.12,10.59,Camaçari,BA,Varejo
V003069,2025-02-19,C000116,P000842,Online,Débito,Entregue,2,11.65,0.229,23.3,17.96,13.96,4.0,Contagem,MG,Varejo
V040643,2025-05-11,C000995,P000701,Online,Boleto,Entregue,2,13.82,0.113,27.64,24.52,15.9,8.62,Belo Horizonte,MG,Varejo
V040699,2024-04-18,C000541,P000469,Marketplace,Crédito,Entregue,3,15.14,0.008,45.42,45.06,34.95,10.11,Brasília,DF,Atacado
V023264,2025-05-06,C001398,P001191,Online,Boleto,Cancelado,3,15.65,0.075,46.95,43.43,28.23,15.2,Porto Alegre,RS,Varejo
V044117,2024-12-15,C000548,P000427,Loja Física,Crédito,Cancelado,2,8.95,0.088,17.9,16.32,10.88,5.44,Caxias do Sul,RS,Varejo
V033422,2024-06-19,C000702,P000414,Online,Crédito,Cancelado,3,32.7,0.35,98.1,63.76,58.62,5.14,Belo Horizonte,MG,Atacado
V038748,2024-02-21,C000162,P000234,Online,Débito,Entregue,2,16.43,0.063,32.86,30.79,21.28,9.51,Uberlândia,MG,Varejo
V027450,2025-07-19,C000183,P000184,Loja Física,Débito,Entregue,6,16.33,0.03,97.98,95.04,61.44,33.6,Feira de Santana,BA,Varejo
V005397,2024-10-06,C000293,P000994,Loja Física,Crédito,Entregue,5,17.28,0.243,86.4,65.4,55.7,9.7,Brasília,DF,Atacado
V019169,2025-06-22,C000351,P001036,Online,Pix,Entregue,3,8.0,0.049,24.0,22.82,16.2,6.62,Ceilândia,DF,Atacado
V003760,2024-09-27,C000282,P000800,Marketplace,Crédito,Entregue,1,16.89,0.278,16.89,12.19,9.58,2.61,Jaboatão dos Guararapes,PE,Corporate
V015704,2024-05-07,C001247,P000276,Loja Física,Crédito,Entregue,1,16.58,0.146,16.58,14.16,10.17,3.99,Feira de Santana,BA,Varejo
V018830,2025-08-02,C001432,P000085,Loja Física,Crédito,Entregue,4,7.91,0.057,31.64,29.84,19.0,10.84,Recife,PE,Corporate
V043812,2024-08-17,C000601,P001151,Online,Crédito,Entregue,2,11.23,0.175,22.46,18.53,15.6,2.93,Ceilândia,DF,Varejo
V019225,2024-02-10,C001170,P001048,Marketplace,Crédito,Entregue,3,14.15,0.107,42.45,37.91,31.8,6.11,Sorocaba,SP,Varejo
V025163,2024-10-26,C000482,P000681,Online,Pix,Entregue,5,8.06,0.109,40.3,35.91,25.5,10.41,Santos,SP,Varejo
V029248,2024-08-06,C001012,P000885,Online,Pix,Entregue,2,12.52,0.121,25.04,22.01,17.26,4.75,Feira de Santana,BA,Varejo
V005492,2024-06-07,C000143,P000285,Online,Pix,Entregue,2,19.42,0.058,38.84,36.59,22.94,13.65,Campos dos Goytacazes,RJ,Premium
V049788,2025-01-07,C000916,P000609,Loja Física,Pix,Entregue,1,10.31,0.35,10.31,6.7,6.48,0.22,Gama,DF,Varejo
V030974,2024-04-02,C001449,P000880,Online,Débito,Entregue,3,13.12,0.055,39.36,37.2,30.27,6.93,Feira de Santana,BA,Atacado
V048782,2025-04-17,C000389,P000966,Online,Pix,Entregue,2,14.0,0.248,28.0,21.06,20.76,0.3,Sorocaba,SP,Varejo
V017197,2024-01-23,C000672,P000558,Loja Física,Pix,Devolvido,3,26.13,0.217,78.39,61.38,45.96,15.42,Campos dos Goytacazes,RJ,Varejo
V036609,2024-08-22,C000882,P000510,Online,Crédito,Entregue,4,8.52,0.163,34.08,28.52,22.32,6.2,Feira de Santana,BA,Varejo
V047879,2025-05-20,C000169,P000275,Marketplace,Crédito,Entregue,1,12.79,0.079,12.79,11.78,8.63,3.15,Santos,SP,Varejo
V025285,2024-11-15,C000638,P001077,Loja Física,Crédito,Entregue,4,9.27,0.25,37.08,27.81,23.24,4.57,Santa Maria,RS,Varejo
V023075,2024-02-08,C001020,P000597,Online,Pix,Entregue,2,16.36,0.039,32.72,31.44,20.46,10.98,Caruaru,PE,Varejo
V042738,2024-12-23,C000479,P000178,Online,Crédito,Entregue,5,16.56,0.307,82.8,57.38,67.45,-10.07,Contagem,MG,Varejo
V010743,2025-05-10,C001358,P000064,Online,Pix,Cancelado,3,9.3,0.103,27.9,25.03,18.51,6.52,São Paulo,SP,Corporate
V030602,2024-10-06,C001278,P000461,Online,Pix,Entregue,2,18.5,0.142,37.0,31.75,21.42,10.33,Juiz de Fora,MG,Varejo
V038276,2024-01-12,C000021,P000506,Online,Pix,Entregue,4,10.73,0.07,42.92,39.92,25.64,14.28,Sorocaba,SP,Varejo
V032739,2024-12-30,C000901,P000960,Online,Crédito,Cancelado,3,5.9,0.136,17.7,15.29,10.02,5.27,Rio de Janeiro,RJ,Varejo
V044094,2024-02-15,C000878,P001139,Online,Débito,Entregue,2,8.98,0.32,17.96,12.21,13.24,-1.03,Santa Maria,RS,Corporate
V041105,2024-07-23,C000872,P000316,Online,Crédito,Entregue,1,11.8,0.08,11.8,10.86,8.98,1.88,Ribeirão Preto,SP,Varejo
V001183,2024-02-25,C000632,P000390,Loja Física,Crédito,Entregue,7,16.24,0.024,113.68,110.95,64.4,46.55,Juiz de Fora,MG,Atacado
V034648,2025-03-08,C000390,P001043,Loja Física,Crédito,Entregue,4,14.16,0.107,56.64,50.58,42.24,8.34,Santos,SP,Premium
V012241,2025-01-03,C000387,P001194,Online,Pix,Cancelado,4,5.57,0.092,22.28,20.23,14.12,6.11,Campinas,SP,Varejo
V021565,2024-12-10,C000533,P000127,Online,Pix,Entregue,2,18.25,0.238,36.5,27.81,23.14,4.67,Volta Redonda,RJ,Atacado
V048812,2025-06-18,C000597,P000766,Loja Física,Crédito,Cancelado,2,35.13,0.067,70.26,65.55,52.14,13.41,Joinville,SC,Varejo
V038783,2025-02-18,C000380,P000122,Online,Pix,Entregue,1,11.2,0.22,11.2,8.74,7.14,1.6,Caxias do Sul,RS,Premium
V041809,2025-07-12,C000363,P000600,Online,Crédito,Entregue,3,18.52,0.155,55.56,46.95,39.21,7.74,Vitória da Conquista,BA,Premium
V017096,2024-01-15,C000568,P000789,Loja Física,Crédito,Entregue,3,14.58,0.299,43.74,30.66,27.09,3.57,Rio de Janeiro,RJ,Atacado
V030583,2024-03-31,C000053,P000385,Online,Pix,Devolvido,5,11.16,0.253,55.8,41.68,35.65,6.03,Ribeirão Preto,SP,Varejo
V016750,2025-01-21,C000127,P000125,Loja Física,Pix,Entregue,1,30.57,0.172,30.57,25.31,17.45,7.86,Recife,PE,Varejo
V027753,2025-01-28,C000819,P000958,Loja Física,Crédito,Entregue,5,6.37,0.142,31.85,27.33,19.35,7.98,Campinas,SP,Premium
V016777,2025-04-16,C001066,P000108,Online,Crédito,Entregue,2,9.22,0.067,18.44,17.2,12.7,4.5,Sorocaba,SP,Varejo
V005712,2024-04-18,C000801,P000151,Loja Física,Débito,Entregue,5,17.87,0.172,89.35,73.98,61.9,12.08,Ribeirão Preto,SP,Varejo
V036441,2024-02-20,C001165,P000496,Loja Física,Pix,Entregue,2,25.43,0.141,50.86,43.69,41.44,2.25,Vitória da Conquista,BA,Atacado
V048138,2024-04-25,C001364,P000600,Marketplace,Pix,Entregue,2,17.78,0.039,35.56,34.17,26.14,8.03,Campinas,SP,Premium
V006202,2024-02-05,C000797,P000204,Online,Crédito,Entregue,5,29.94,0.114,149.7,132.63,101.85,30.78,Chapecó,SC,Premium
V031966,2025-01-02,C000775,P000425,Online,Pix,Entregue,5,22.31,0.071,111.55,103.63,62.45,41.18,Brasília,DF,Varejo
V042773,2024-08-19,C000556,P000966,Loja Física,Crédito,Entregue,6,14.85,0.35,89.1,57.92,62.28,-4.36,Contagem,MG,Varejo
V003462,2024-03-22,C000568,P000132,Online,Pix,Entregue,2,30.95,0.072,61.9,57.44,34.92,22.52,Rio de Janeiro,RJ,Atacado
V022961,2024-11-18,C001451,P000597,Online,Pix,Entregue,3,15.15,0.35,45.45,29.54,30.69,-1.15,Santos,SP,Varejo
V033521,2024-04-04,C000828,P000774,Online,Crédito,Entregue,2,5.37,0.14,10.74,9.24,8.6,0.64,Juiz de Fora,MG,Varejo
V032339,2024-09-20,C000318,P000276,Loja Física,Crédito,Entregue,3,17.32,0.144,51.96,44.48,30.51,13.97,Santa Maria,RS,Atacado
V041591,2024-01-23,C001114,P000805,Online,Pix,Entregue,3,10.33,0.148,30.99,26.4,22.08,4.32,Maracanaú,CE,Premium
V035239,2024-02-17,C001328,P000816,Online,Crédito,Entregue,6,39.5,0.088,237.0,216.14,136.02,80.12,Gama,DF,Premium
V002528,2024-12-02,C000209,P000094,Loja Física,Crédito,Entregue,3,7.57,0.028,22.71,22.07,17.28,4.79,Campinas,SP,Varejo
V018882,2024-04-12,C001455,P000547,Loja Física,Pix,Entregue,4,8.38,0.084,33.52,30.7,21.32,9.38,Santos,SP,Varejo
V001485,2025-01-20,C001230,P000564,Online,Crédito,Entregue,1,20.48,0.048,20.48,19.5,11.79,7.71,Pelotas,RS,Premium
V029709,2025-03-02,C001232,P000938,Loja Física,Débito,Entregue,2,18.73,0.049,37.46,35.62,21.52,14.1,Brasília,DF,Varejo
V003271,2025-02-04,C001143,P000767,Loja Física,Crédito,Entregue,2,13.72,0.189,27.44,22.25,16.82,5.43,São Paulo,SP,Premium
V003611,2024-02-25,C000197,P000034,Marketplace,Débito,Entregue,2,18.66,0.07,37.32,34.71,23.28,11.43,Maringá,PR,Atacado
V011847,2024-12-25,C000035,P000733,Marketplace,Pix,Entregue,4,6.27,0.031,25.08,24.3,16.96,7.34,Santa Maria,RS,Atacado
V024067,2024-03-30,C001467,P000077,Loja Física,Pix,Entregue,2,6.14,0.156,12.28,10.36,8.22,2.14,Volta Redonda,RJ,Varejo
V008761,2024-08-13,C001324,P000714,Loja Física,Pix,Entregue,1,9.33,0.227,9.33,7.21,6.59,0.62,Feira de Santana,BA,Varejo
V035553,2025-04-08,C001461,P000970,Online,Crédito,Entregue,2,14.83,0.127,29.66,25.89,21.42,4.47,Olinda,PE,Varejo
V010370,2024-10-24,C000227,P000932,Loja Física,Crédito,Entregue,4,28.61,0.127,114.44,99.91,63.52,36.39,Santa Maria,RS,Premium
V002465,2024-11-05,C001301,P000507,Online,Pix,Entregue,4,8.9,0.212,35.6,28.05,23.0,5.05,Jaboatão dos Guararapes,PE,Varejo
V048583,2024-07-16,C000233,P000894,Online,Crédito,Entregue,4,10.15,0.248,40.6,30.53,25.88,4.65,Caruaru,PE,Varejo
V028500,2024-04-16,C000217,P000969,Online,Pix,Entregue,1,15.41,0.19,15.41,12.48,12.02,0.46,Pelotas,RS,Varejo
V022040,2024-04-16,C000937,P000185,Online,Pix,Entregue,1,13.36,0.101,13.36,12.01,8.61,3.4,Contagem,MG,Atacado
V042172,2024-05-31,C001492,P000385,Marketplace,Crédito,Entregue,2,10.41,0.332,20.82,13.91,14.26,-0.35,Sorocaba,SP,Varejo
V035907,2024-08-03,C000744,P000425,Online,Crédito,Entregue,3,23.06,0.042,69.18,66.27,37.47,28.8,Caxias do Sul,RS,Varejo
V009390,2024-07-07,C000096,P000279,Online,Crédito,Entregue,1,6.72,0.279,6.72,4.85,5.08,-0.23,São Paulo,SP,Varejo
V028176,2025-01-26,C001268,P000889,Loja Física,Crédito,Entregue,5,5.53,0.077,27.65,25.52,20.35,5.17,Campinas,SP,Varejo
V046340,2025-02-04,C000428,P000090,Marketplace,Crédito,Entregue,4,15.3,0.189,61.2,49.63,44.72,4.91,Juazeiro do Norte,CE,Varejo
V011164,2024-06-17,C000037,P000758,Online,Pix,Entregue,4,7.16,0.057,28.64,27.01,22.84,4.17,Sorocaba,SP,Varejo
V048267,2024-06-14,C001173,P001140,Online,Crédito,Entregue,2,9.88,0.112,19.76,17.55,12.56,4.99,Rio de Janeiro,RJ,Atacado
V046901,2025-03-14,C001060,P000463,Marketplace,Crédito,Entregue,1,17.53,0.25,17.53,13.15,12.2,0.95,Caxias do Sul,RS,Atacado
V010759,2025-03-05,C000024,P000482,Marketplace,Débito,Entregue,2,10.4,0.118,20.8,18.35,11.62,6.73,Jaboatão dos Guararapes,PE,Premium
V045755,2025-06-24,C000464,P000734,Online,Crédito,Entregue,4,12.66,0.324,50.64,34.23,40.6,-6.37,Sorocaba,SP,Varejo
V037079,2025-02-07,C000727,P000504,Online,Pix,Entregue,4,5.74,0.15,22.96,19.52,17.92,1.6,Fortaleza,CE,Varejo
V023503,2024-02-20,C000974,P000318,Online,Crédito,Entregue,4,13.85,0.086,55.4,50.64,38.88,11.76,Ribeirão Preto,SP,Premium
V038333,2025-02-19,C000328,P000807,Televendas,Pix,Cancelado,4,22.83,0.261,91.32,67.49,52.4,15.09,Juazeiro do Norte,CE,Varejo
V038058,2024-09-24,C000377,P000699,Loja Física,Crédito,Entregue,6,9.25,0.024,55.5,54.17,31.68,22.49,Sorocaba,SP,Varejo
V042244,2024-11-06,C000233,P000850,Marketplace,Crédito,Entregue,4,19.13,0.138,76.52,65.96,56.56,9.4,Caruaru,PE,Varejo
V028618,2024-03-16,C000415,P000696,Marketplace,Crédito,Entregue,4,3.68,0.35,14.72,9.57,11.24,-1.67,Jaboatão dos Guararapes,PE,Varejo
V037795,2025-04-05,C000821,P000751,Marketplace,Pix,Entregue,2,17.92,0.239,35.84,27.27,23.68,3.59,Belo Horizonte,MG,Varejo
V005565,2024-03-04,C000982,P000777,Marketplace,Pix,Entregue,3,24.59,0.215,73.77,57.91,45.87,12.04,Belo Horizonte,MG,Corporate
V005908,2024-12-19,C000789,P000278,Loja Física,Crédito,Entregue,1,13.52,0.07,13.52,12.57,9.75,2.82,Volta Redonda,RJ,Varejo
V031305,2025-03-21,C001049,P000836,Loja Física,Boleto,Entregue,3,8.22,0.19,24.66,19.97,15.93,4.04,Contagem,MG,Varejo
V023182,2024-10-01,C000250,P000971,Online,Crédito,Entregue,2,21.59,0.185,43.18,35.19,25.94,9.25,Gama,DF,Varejo
V037740,2024-10-12,C000555,P000150,Televendas,Débito,Entregue,2,7.36,0.35,14.72,9.57,8.66,0.91,Pelotas,RS,Varejo
V041691,2024-09-19,C000256,P000583,Loja Física,Pix,Entregue,1,26.1,0.217,26.1,20.44,16.33,4.11,Jaboatão dos Guararapes,PE,Premium
V023373,2024-03-07,C001494,P001134,Online,Crédito,Entregue,1,18.98,0.301,18.98,13.27,11.29,1.98,Uberlândia,MG,Premium
V033790,2025-01-12,C000661,P001194,Loja Física,Crédito,Cancelado,2,5.49,0.01,10.98,10.87,7.06,3.81,Curitiba,PR,Atacado
V007443,2024-04-24,C001280,P000571,Televendas,Pix,Entregue,5,12.45,0.35,62.25,40.46,33.35,7.11,Feira de Santana,BA,Varejo
V007475,2024-03-21,C000387,P000877,Online,Pix,Cancelado,2,22.1,0.073,44.2,40.97,34.36,6.61,Campinas,SP,Varejo
V024964,2025-07-25,C000731,P000866,Loja Física,Pix,Entregue,7,17.97,0.022,125.79,123.02,93.45,29.57,Caxias do Sul,RS,Varejo
V041066,2024-10-26,C000230,P000813,Online,Crédito,Entregue,2,12.07,0.329,24.14,16.2,17.82,-1.62,Curitiba,PR,Varejo
